1.3597399555105182E-16,10.1111_1467-8721.ep10772615,10.1111_1467-8721.ep10770670
1.3597399555105182E-16,10.1111_1467-8721.ep10770670,10.1111_1467-8721.ep10772615
0.001958431779822616,10.1098_rsta.1996.0083,10.1098_rsta.1996.0043
0.001958431779822616,10.1098_rsta.1996.0043,10.1098_rsta.1996.0083
0.004568105560290572,10.1098_rsta.1996.0043,10.1098_rsta.1996.0017
0.004568105560290572,10.1098_rsta.1996.0017,10.1098_rsta.1996.0043
0.005255477079735347,10.1098_rsta.1996.0015,10.1098_rsta.1996.0037
0.005255477079735347,10.1098_rsta.1996.0037,10.1098_rsta.1996.0015
0.005597561394471138,10.1098_rsta.1996.0035,10.1098_rsta.1996.0083
0.005597561394471138,10.1098_rsta.1996.0083,10.1098_rsta.1996.0035
0.00593070493083029,10.1098_rsta.1966.0051,10.1098_rsta.1970.0037
0.00593070493083029,10.1098_rsta.1970.0037,10.1098_rsta.1966.0051
0.005967897974706483,10.1098_rsta.1989.0090,10.1098_rsta.1989.0091
0.005967897974706483,10.1098_rsta.1989.0091,10.1098_rsta.1989.0090
0.005991345291161937,10.1098_rsta.1948.0016,10.1098_rsta.1989.0038
0.005991345291161937,10.1098_rsta.1989.0038,10.1098_rsta.1948.0016
0.006204864163727335,10.1098_rsta.1977.0141,10.1098_rsta.1977.0140
0.006526530041542028,10.1098_rsta.1996.0083,10.1098_rsta.1996.0017
0.006526530041542028,10.1098_rsta.1996.0017,10.1098_rsta.1996.0083
0.0066424304318099285,10.1098_rsta.1988.0047,10.1098_rsta.1952.0003
0.0066424304318099285,10.1098_rsta.1952.0003,10.1098_rsta.1988.0047
0.00690212176332457,10.1098_rsta.1965.0024,10.1098_rsta.1982.0025
0.00690212176332457,10.1098_rsta.1982.0025,10.1098_rsta.1965.0024
0.007555982820260857,10.1098_rsta.1996.0043,10.1098_rsta.1996.0035
0.007555982820260857,10.1098_rsta.1996.0035,10.1098_rsta.1996.0043
0.007583018408965425,10.1098_rsta.1993.0002,10.1098_rsta.1995.0104
0.007583018408965425,10.1098_rsta.1995.0104,10.1098_rsta.1993.0002
0.0085361463335464,10.1098_rsta.1991.0023,10.1098_rsta.1995.0049
0.0085361463335464,10.1098_rsta.1991.0023,10.1098_rsta.1995.0041
0.0085361463335464,10.1098_rsta.1995.0041,10.1098_rsta.1991.0023
0.0085361463335464,10.1098_rsta.1995.0049,10.1098_rsta.1991.0023
0.008841324225919142,10.1038_nbt1092-1112,10.1038_nbt1192-1436
0.008841324225919142,10.1038_nbt1192-1436,10.1038_nbt1292-1562
0.008841324225919142,10.1038_nbt1292-1562,10.1038_nbt1192-1436
0.008841324225919142,10.1038_nbt1192-1436,10.1038_nbt1092-1112
0.009768465213175287,10.1098_rsta.1952.0020,10.1098_rsta.1954.0005
0.009768465213175287,10.1098_rsta.1954.0005,10.1098_rsta.1952.0020
0.009898936804440782,10.1177_0002716294534001003,10.1177_0002716286484001008
0.009898936804440782,10.1177_0002716286484001008,10.1177_0002716294534001003
0.01039575011318016,10.1098_rsta.1952.0019,10.1098_rsta.1952.0018
0.01039575011318016,10.1098_rsta.1952.0018,10.1098_rsta.1952.0019
0.010442024873942534,10.1038_nbt1291-1347,10.1038_nbt1091-968
0.010442024873942534,10.1038_nbt1091-968,10.1038_nbt1291-1347
0.01060933219361639,10.1038_nbt0589-477,10.1038_nbt0989-913
0.01060933219361639,10.1038_nbt0589-477,10.1038_nbt0789-690
0.01060933219361639,10.1038_nbt0589-477,10.1038_nbt0989-939
0.01060933219361639,10.1038_nbt0989-939,10.1038_nbt0589-477
0.01060933219361639,10.1038_nbt0589-477,10.1038_nbt0389-257
0.01060933219361639,10.1038_nbt0989-939,10.1038_nbt1189-1141
0.010714720647069305,10.1038_nbt1297-1359,10.1038_nbt0697-529
0.010714720647069305,10.1038_nbt0697-529,10.1038_nbt1297-1359
0.011108250617391284,10.1038_nbt1292-1562,10.1038_nbt0492-405
0.011108250617391284,10.1038_nbt1292-1562,10.1038_nbt0492-422
0.011108250617391284,10.1038_nbt1092-1112,10.1038_nbt0192-66
0.011108250617391284,10.1038_nbt0492-422,10.1038_nbt1292-1562
0.011108250617391284,10.1038_nbt1092-1112,10.1038_nbt0492-422
0.011108250617391284,10.1038_nbt0692-667,10.1038_nbt1092-1112
0.011108250617391284,10.1038_nbt1292-1562,10.1038_nbt0192-66
0.011108250617391284,10.1038_nbt0492-405,10.1038_nbt1092-1112
0.011108250617391284,10.1038_nbt1092-1112,10.1038_nbt0492-405
