0.018365329698870503,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090030
0.020926385815365912,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090023
0.02281292888007384,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090024
0.025847335742938623,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090017
0.02761460017845019,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090016
0.028579267039981687,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090020
0.03276408497352301,10.1001_archinte.1974.00320200202040,10.1001_archinte.1974.00320200202041
0.03276408497352301,10.1001_archinte.1974.00320200202041,10.1001_archinte.1974.00320200202040
0.03285790349426149,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090018
0.03306756730438746,10.1001_archinte.1934.00160100153012,10.1001_archinte.1934.00160100153011
0.03323598000802432,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090015
0.034968333656050295,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090029
0.03510517938408705,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090028
0.03542444090718234,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090026
0.035456193181398234,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090027
0.03559168041409995,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090022
0.03801873213131967,10.1007_s12630-014-0232-8,10.1007_s12630-013-0074-9
0.03801873213131967,10.1007_s12630-013-0074-9,10.1007_s12630-014-0232-8
0.04059499268564283,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090019
0.041826848674005115,10.1007_s12630-014-0232-8,10.1007_s12630-015-0470-4
0.04367377589666197,10.1007_s12630-013-0074-9,10.1007_s12630-015-0470-4
0.04404702090742821,10.1001_archneur.1973.00490250090021,10.1001_archneur.1973.00490250090025
0.05356889753085595,10.1007_s12630-014-0232-8,10.1007_s12630-012-9820-7
0.05374381291848769,10.1177_000271623417300166,10.1177_000271623417300167
0.05374381291848769,10.1177_000271623417300167,10.1177_000271623417300166
0.056737070751671885,10.1007_s12630-013-0074-9,10.1007_s12630-012-9820-7
0.058252244263801954,10.1007_s12630-013-0074-9,10.1007_s12630-011-9609-0
0.05972134673101627,10.1007_s12630-014-0232-8,10.1007_s12630-011-9609-0
0.0650828074654024,10.1017_S0022112002009497,10.1017_S0022112002009564
0.0650828074654024,10.1017_S0022112002009564,10.1017_S0022112002009497
0.07287234545520266,10.1016_s0892-0362(96)90179-8,10.1016_s0892-0362(96)00223-1
0.07287234545520266,10.1016_s0892-0362(96)00223-1,10.1016_s0892-0362(96)90179-8
0.07675450244694892,10.1001_archneurpsyc.1925.02200070119010,10.1001_archneurpsyc.1925.02200070119011
0.07784470374127656,10.2307_20140190,10.2307_20140189
0.07784470374127656,10.2307_20140189,10.2307_20140190
0.08055752182957253,10.1001_archderm.1946.01510410138017,10.1001_archderm.1946.01510410138018
0.09084226692528889,10.1177_000276427001400123,10.1177_000276427001400121
0.09097925535265727,10.1001_archneurpsyc.1925.02200070119010,10.1001_archneurpsyc.1925.02200070119009
0.09205098722942848,10.1002_bms.1200210611,10.1002_bms.1200210102
0.09205098722942848,10.1002_bms.1200210102,10.1002_bms.1200210611
